NU_CTE_COD	EDAD	CD_ESTADO	CD_POSTAL	CD_SEXO
PADQMSHT	21	DF	03570	F
PWRND6SH	22	EM	50214	M
XPRK6AHF	27	DF	01010	F
2U76L1M8	46	SL	78140	F
BC3KXF08	33	YU	97320	M
02C68CV0	31	NL	66219	M
15S217CL	56	MI	61940	M
D60309NG	30	EM	53664	F
J96LK400	23	SO	83325	F
QGQZBSCP	21	NL	66633	F
P139M1LB	23	EM	54725	F
2009DHQV	65	EM	52282	M
HFYJQN0B	29	YU	97117	M
HPTVK4Q5	28	MI	60600	F
61P65MJJ	36	DF	14200	F
TSCEQ1UX	49	PU	75200	F
GU00JF20	30	NL	67173	F
64QRHGN5	52	DF	02950	M
P6FQWFMP	23	GO	39670	M
6T01C7A0	40	BS	23920	M
ATPRCCJT	34	EM	55010	M
K04XZAPS	45	JA	45200	M
ECQESP9M	28	DF	06220	F
0X11972J	56	GU	36470	F
F073TJWY	35	YU	97203	F
N21227PL	21	HI	43200	F
279AQ0KK	51	JA	47140	M
FN0ANPMS	37	GU	37180	M
LGYV5SZZ	34	EM	55520	F
Q13QAGBP	48	DF	11370	M
CJYERKXL	58	DF	14427	F
KDFER024	32	OA	71510	F
KYBZV2LY	26	NL	67530	M
MVUESBJ1	23	TA	86500	F
LNRYB0LW	21	CO	28869	F
7GFEQA3W	36	QR	77930	F
246AVP1Q	65	SL	79120	M
RMDY09SP	24	HI	42690	M
AN5VW09W	37	SI	82128	F
KF0P73PP	58	CH	32299	M
YSDLANAH	48	CH	31543	M
HEVWJ90P	32	EM	50190	F
DWGJ01WP	38	DF	03700	M
7F8PMPE3	40	DF	04850	M
9P2JHSEU	38	QR	77517	F
V4X44VK0	35	QR	77086	M
SJUM1NZV	22	VE	96348	F
ZNNR9SZ5	52	AG	20110	F
F0V9A00H	30	JA	44910	M
8JNMQ79L	56	DF	09000	M
VT91V0HL	33	BN	21280	M
J00Z01FA	30	NL	67193	M
WZ4E7J3F	30	QU	76246	F
XK0QMJCZ	33	NL	64106	M
MFEJUMC8	22	JA	45200	M
X5SYA2UU	27	CS	30430	F
G0U0TUSW	30	CH	33880	F
NDZ00DYB	22	CU	26350	F
C15BT5B8	35	DF	03500	M
CFJ93ZQM	60	TL	90124	F
NNKPRQ08	21	HI	42600	F
11TLMAA9	83	DF	14050	M
JZXMDW5S	25	DF	09960	F
Y6HG0KDS	24	GO	40984	F
48KWX3V4	61	SI	81000	M
CPGJKZTU	17	HI	42083	M
SVMPB2EE	18	CU	27085	?
06GUFUW3	52	HI	42160	M
0HTF49U3	42	CH	31500	M
74FB3NNK	36	MO	62573	M
USM8RWC9	27	DF	09900	M
GYZ7VAPF	19	QR	77725	M
ZLN18KJE	20	DF	01010	M
QMZ9JV0F	20	DF	11370	F
71KSBH1Q	47	QU	76110	F
ZDMPMY0G	30	EM	50450	M
20B8QJXS	51	EM	52300	F
9XWK32TM	37	QU	76000	F
QTCK6R73	35	VE	96730	M
VBB12BR0	23	SO	83290	F
HPDM2RB3	30	CU	25010	M
U0TEK3LN	31	BS	23088	F
6ZH666SJ	36	EM	56334	M
CKPQKUPK	34	MO	62570	F
AF3LKXT4	34	EM	50740	F
7FMS84VF	44	YU	97314	F
VZCZGFUX	37	BN	22840	F
44HFJT63	44	JA	44350	M
XG8QNPA0	26	QU	76230	M
0D6THX20	35	CS	29066	F
GKSMJX8U	32	DF	04700	F
TR60UWAR	26	DF	11000	M
KF0VGUEN	28	DF	07890	M
U9ARSCYC	30	QR	77580	M
GD0VVMMA	25	TA	86167	F
UMG0935B	31	HI	43700	M
CL7D1WJ2	34	MI	59624	M
FMSRXZE2	32	DF	09310	M
R89H8Q30	23	VE	96510	F
XFV6D8G6	25	HI	42865	F
QSUXXQEE	31	EM	56530	M
K9KJQ6HK	36	PU	73455	F
L4EMAEF9	28	DF	02800	M
5PCBJU4A	38	CH	31390	M
MF348A6K	21	DF	07070	M
J6QZ38JM	31	GU	38246	F
4F60E5C3	45	DF	14360	F
2LSQ4L5H	54	EM	52403	M
54EY2HGS	48	EM	57930	F
M5S1EW3S	36	EM	55630	F
JWSRFSSD	27	EM	56250	F
LUQ2FYDH	23	DF	07110	M
0JV00TDF	72	PU	72565	M
ZT559XW0	21	BN	21395	F
DEHFM9BL	50	SO	84062	F
K31U5L5X	35	QR	77728	F
MCVGU4V2	38	JA	49650	F
CV73D005	36	EM	57178	M
LCBW9J0G	27	OA	68039	M
8DHBGUD9	38	PU	72730	M
8JRRP4WT	40	DF	03010	M
VTQPW1Q3	26	JA	45403	M
UPW185R7	30	JA	46040	M
V926LX08	48	CH	32670	F
8P8L1S10	32	DF	15960	F
1BTH6ZFB	74	YU	97133	M
FLFQRK04	39	EM	54140	M
3VJV7PWZ	53	DF	03100	M
FN7MA098	54	EM	57730	M
VC8P094A	53	CU	26094	M
ZGNW4QR2	24	CS	30525	M
F11Y4TKV	51	CU	25017	M
7WP0EK08	38	QU	76803	M
AWLW66SF	33	BN	21260	F
GCFCBZXW	70	BS	23938	M
AUKA36LC	51	CA	24158	F
0VPQWTZ9	57	EM	54766	M
MJZ2429T	24	QR	77580	M
SX224XC9	20	CH	32618	F
C406H5RJ	33	GO	40130	M
6VCCEY0P	56	TA	86090	F
0CLQCWWA	34	EM	53790	F
PNSUNY0G	24	NL	67170	F
T9XV0TWF	42	BS	23940	F
42H3C8KK	56	JA	47660	M
Y0TDNB9V	27	BN	22696	F
M2UA0JA0	43	PU	72270	F
R8V2ET4C	45	SL	78399	F
GB0SPNY1	28	DF	02800	M
1SR20NJZ	59	SL	78724	M
25T7E49Q	53	CU	27277	M
21PAKL3L	70	CU	25250	F
VE1E0R5J	41	AG	20299	M
T6CQZ9XL	29	BN	22750	M
7EH5Q0N6	43	JA	45030	M
4EEM6TWH	57	MO	62130	F
V1EQW948	33	NL	67485	F
NWXZRUNG	23	SI	80050	F
J0FJ2NWS	25	HI	42096	F
U0Z90Z1Z	28	TA	86500	F
T67Z4QG9	33	BN	22206	M
PJEHD8EA	26	NL	67275	F
L5WHHX0Z	27	EM	54840	M
0TSLCXKK	47	QU	76246	M
J5MXS347	29	QU	76000	F
CQ8MVR3T	34	DU	34000	M
X8WUTN06	38	TM	89310	M
L5T8XHUA	27	EM	54770	F
JXSRZZDT	42	SO	84160	F
TXPXKB0A	34	PU	72130	F
3FDD2Q36	23	QR	77030	M
Q9EPGKFN	22	VE	94420	M
HMCE1UMC	38	VE	94296	F
AUXG08ML	32	VE	96536	M
U2CR8PNL	25	DF	11000	F
CWM7G4BZ	33	PU	72710	F
FMC48ETE	54	EM	55712	M
ACL1HEX4	45	MI	60160	M
BH1JV8H4	20	VE	93164	M
YPQ0QZ80	55	MI	60154	M
B2NB5QY1	28	EM	53220	M
SKR80YZ2	25	CH	31124	M
0MXMZEU6	52	BN	22254	M
TL2F4YPG	26	GO	41970	M
3CWKWWL4	42	CU	25253	M
D269CC7H	32	VE	92650	F
MF5FZDRR	26	JA	49805	F
WF0NA35Y	28	CU	27277	F
0QT2S59T	47	BN	22420	M
FGQJG3QF	43	NL	66646	M
AUB5668S	63	MI	59961	F
WCKFFJFL	29	QU	76912	M
YMR9LSYW	30	NL	66604	F
488DCQ00	53	MI	58088	F
JJDYB0Y3	24	MO	62715	M
7HZZYEDA	35	JA	45710	M
STUR7BT6	21	SO	85210	M
DCN43HB5	31	EM	56490	F
EBTBD8HF	29	DF	09220	F
3009B5X7	66	CH	31700	M
LTM0D6AJ	27	TA	86273	F
R9ENMMRF	28	SO	85800	F
QCBTMZ0X	25	VE	91850	M
ZL43C94B	26	DF	14260	M
3YX9NQPL	48	TA	86660	M
5902G6E5	39	DF	14050	M
NUNQ2Q0D	22	MI	60070	M
PEW6TH3A	22	GO	41702	F
VGX2YFW4	26	CH	31110	F
CXMR3M15	36	EM	55070	M
LTZW1WC7	26	PU	73820	M
ETK591KN	36	DF	15280	M
Z047AFT9	19	DF	04510	F
XBFXP7WN	26	YU	97860	F
L917F0F1	17	EM	54090	F
3XAEPDXW	42	EM	54460	M
AZU6PQNR	33	EM	52177	M
Z0WWWX06	21	DF	04510	M
KMA4XM6H	22	MO	62676	M
973APUZP	41	DF	06250	F
P6BULB39	21	TM	88700	M
N4SV0NV4	27	CH	33820	M
S5LE7HLY	19	CU	27277	M
BEFP00HF	40	JA	46500	F
VVNH8EGW	40	BN	22812	F
A4Y0U277	51	DF	06760	F
DCYPNEW5	48	JA	48740	F
BTYG9LFH	32	CH	32575	F
0JWAF0Q6	61	JA	47660	F
PANGDWF0	25	BN	21180	F
LAZ5HUFP	63	MI	59689	M
19MFP0W6	71	YU	97208	F
JMS68BX6	64	QU	76806	M
4381A318	42	NA	63735	F
JL7405FV	32	EM	55188	M
URX6VBVA	43	GO	39350	F
8MDPJUTY	41	SL	78432	F
RBX54XT1	28	CH	31203	F
57FNBAU1	51	JA	48325	F
QDLE2N09	31	OA	68044	F
36CB2VTG	47	SO	83293	M
WKAAEW7V	32	EM	53830	F
PA7D3NK0	23	EM	53228	M
E0FSGTP1	38	MI	61800	F
SS5BMVMF	21	GU	38600	F
36BK3B51	60	CU	25092	M
NJ3S010U	21	EM	52172	M
BFWT4T30	75	SO	83300	F
9XMUX8V9	40	CH	31385	F
G1DZ4DPR	49	DF	08000	F
0Q07Y3SN	81	JA	45238	M
2Z99KGFM	44	EM	55749	M
W6L3G3H5	34	EM	50040	F
T3FYUJ48	33	EM	54745	M
EZM0513M	29	QR	77712	M
PYDPATW7	26	AG	20289	M
HGX6CMJ0	38	JA	48280	M
KF483XP8	45	SO	83250	M
CM06LBSW	33	PU	72980	F
BL0A2Q48	37	DF	08930	F
09VXBHFW	40	DF	02480	M
W8VVNR95	29	CU	25743	M
RT1U9ZWV	30	EM	53100	F
DV4VGX5B	27	BS	23050	M
5G1TGS5P	36	VE	91098	M
PZZFGETP	22	EM	57000	F
E8BD1HXU	37	PU	72314	M
EZ6HUBT8	35	TL	90250	M
HQFLT4PV	24	VE	94740	M
Y08UZEFB	37	GU	38240	M
X92H1737	29	VE	93526	M
NRSNVGMG	21	NA	63710	F
6BMPHZME	48	EM	55390	F
6RQJ9VE6	44	QR	77536	F
TLPG9MDQ	26	CH	31840	F
FE7KX9GJ	60	PU	72100	M
EW80ENW4	33	OA	70102	M
YC2G003G	54	NA	63737	F
5H2W08H0	78	JA	44990	M
014MV06P	38	SO	84330	M
HG4EUG8L	28	GU	37980	F
ZZA1B82X	19	NL	66670	F
SDW0YTS1	49	VE	96365	F
S6J1J8FX	32	SO	85053	M
MXUTMA9X	22	DF	07950	M
439A54V8	48	JA	45190	M
P686E100	39	DF	07330	M
LQGAH0LQ	24	DF	01740	F
R9J21PRL	19	CH	33020	?
7KJXEQXP	44	SL	79960	F
9VEP9Y3P	47	DF	09680	M
RWT3LGQA	42	TL	90840	M
AC000QM5	51	CU	27000	F
8PT0ZS3W	42	DF	02410	F
NQCKYRYS	21	CO	28110	F
TRL3JQ23	28	VE	94732	F
F9GU0J68	70	NL	67114	F
2TR93A52	56	EM	52796	F
S394K2YS	19	EM	56644	M
XTB8QT67	33	VE	94274	M
ET06TM2B	31	QU	76803	F
GMZWHWPW	49	GU	36690	M
7YTLBCSC	59	DF	07060	M
MAPQVNLE	31	PU	72495	F
UBNANMBZ	53	HI	42083	M
WK0448RP	48	CH	32575	M
E6E534TF	33	SO	83118	M
YGZZKEG6	21	JA	45405	M
N237AH18	29	CU	25137	M
L5NYMV1Y	32	DU	34206	M
PL3XA0GW	24	DU	35180	F
HU0LYA7K	31	GU	37530	M
2LDX180A	32	DF	09270	M
VRK98LQS	38	SO	83287	M
QY9C733C	76	NL	64890	F
6WACA5F5	40	EM	54090	M
HF04G6E5	60	JA	45640	M
1DFFYML9	27	CH	31350	F
VQ5UMYH3	58	MI	58020	F
2R6EJPC1	55	GU	37360	M
Y7MD8627	25	CO	28989	F
M5W4AS0Q	22	TA	86153	F
ZW8RJKU3	25	DF	06300	F
YW4HQEV9	42	PU	73900	M
6KQ15W2C	44	DF	14200	F
B69W650Q	27	GU	36100	F
S7N0HMAQ	31	SO	85506	M
MWN4PY06	22	TM	88177	F
WDRKXYRU	25	CH	31137	M
YA86HRJV	53	NL	66410	F
LYA0H542	26	BN	22500	M
B0GWJ1ZN	51	QR	77020	F
LR05URS0	21	PU	74400	M
9V1CH2DU	39	SI	82159	F
2KZNH46K	51	EM	56618	M
G365QPA9	56	DF	14140	F
SRVLSQGE	24	CH	33038	F
HDP0YGFV	24	CS	30700	M
7R3SP2PM	85	EM	53127	F
CSN0011S	39	MI	59035	F
5040HJZ7	39	TA	86280	M
NJQ1220N	21	GU	36300	F
SCCY3WQ2	50	JA	44280	F
YD17U634	26	CH	32410	M
DU9V09FX	31	SO	83630	M
JY9BZ675	29	PU	72498	M
5ZZPPD92	70	CH	32350	F
LTZ2F9LC	26	EM	57200	M
95ST89Z0	45	YU	97133	F
93RWK0U6	47	TM	87457	F
NP4YQFGP	23	MI	58128	M
NGL9FMR8	31	YU	97147	M
QFQ6X7RX	24	HI	42084	F
3493JJUW	56	MI	60620	M
0SKPN7BV	46	JA	46900	F
VS0XVNX0	36	QU	76117	M
89MJP809	25	DF	04910	F
JTMCTEK0	27	VE	91158	M
MMGM38T7	24	HI	42950	F
KXGFNLRV	60	EM	53140	M
RCJTRJ5Y	20	DF	09800	F
HDQ5JGR0	29	DF	10340	M
KK6DCWVN	23	QU	76060	M
C2YTE04G	41	GO	40500	F
BH5084DF	39	EM	52220	F
C1F15510	44	VE	96890	M
5RX7DTTX	25	CH	31384	M
68CPPXTS	41	EM	55270	M
URB5B5G2	31	QU	76148	M
HPXQR1BQ	32	SO	85291	F
9ZW05ZJR	40	MO	62940	F
LJCUMGM2	26	EM	55540	M
00BTC49G	29	BS	23085	F
WEWC7AFJ	30	TM	88735	M
DTRPA3W7	51	QU	76090	M
R51T0ELK	26	MO	62577	F
5MT5SWJL	51	BN	22205	M
9DY9Q7M1	58	JA	45130	M
62RKCDQP	36	DF	03440	F
SGRWMTKY	32	CU	26083	?
29W7HDXP	51	ZA	98040	F
ZN1ACT3X	21	SL	78170	M
50USN8LJ	38	EM	55763	M
Q2ER2RZS	41	TA	86400	F
1FNZR8SV	67	DF	15830	M
3SZYXACT	61	EM	55050	F
TUYR71FA	36	MI	58228	M
N2QHCD8Q	20	SO	83293	F
D8Z7ZRKV	41	MI	60154	M
UYTHXYMV	33	EM	51407	M
4WDX12T9	63	JA	45404	F
TEV02PU9	27	OA	68350	M
HVTF2RLH	43	EM	55100	M
GX7YYY0Y	29	DF	07780	M
CU0H4PYQ	36	QU	76516	M
MRUPSCPA	24	QR	77723	M
JXJ9UK1B	24	DF	07810	M
YKP074TE	27	QU	76148	F
V6PWS1GZ	53	DU	34080	F
H6KT3BTB	36	CH	31615	M
1WR5Y3ZT	46	EM	56570	F
R8ZUDJ7H	30	OA	68297	F
18UXBKUR	68	MI	60010	F
L63WY2JT	23	DF	16450	F
2X4859DM	40	JA	44330	M
NUSTBV42	29	DF	15850	M
XVRGTVXT	26	SI	81271	M
X246ANV0	37	JA	45606	M
HS9PWN7V	31	TA	86126	M
KSWU6DF1	41	MI	59230	F
3XVTP50R	66	QR	77600	F
TBU930L0	30	NL	67170	F
B6QH4ELD	45	DF	10000	F
2H06CP0C	56	EM	50900	F
1H01K3X0	57	BN	21260	M
L89TKUU0	34	VE	91697	F
CC7XGU4A	50	BS	23450	M
30T2X31T	51	HI	43625	F
BSHD2Q2P	38	GU	37600	F
27YK01PD	50	MO	62520	F
EQHHDN2W	69	BN	22205	F
WB82MGC7	26	JA	44200	F
PQRSY13B	22	CA	24460	M
NYGZ1CAQ	51	DF	07870	F
5UPQLCCB	43	VE	91615	F
U1P4TW0W	27	QR	77510	F
ZM28HN46	29	GU	37190	M
4Z9XAN0Q	35	SO	85320	M
UX7N30T2	30	PU	73967	M
0H0PN4ZE	45	DF	09208	F
R8WT3SZF	33	SO	83120	F
38X24GES	50	AG	20299	M
SMMFNY6N	22	DF	05400	F
02GQP9YC	32	EM	51100	F
206Y0SGB	62	TA	86250	M
1CGJ1B91	49	TM	89450	F
0U9NCSXR	75	GU	38600	M
GZ0VNND7	24	JA	44740	F
BF7KLSNJ	76	SL	78436	F
WFSU8EJE	29	MI	60600	M
KPHHBVDD	49	CH	31136	F
FP4R0QE0	64	CH	31940	F
SYQ45PWM	35	EM	55117	M
JDMQ061E	17	DU	35057	F
JVXZ13PA	28	TA	86216	M
N65WD9T0	22	DF	11490	M
86AK9DG2	68	DF	07459	F
7GLQDK70	49	MI	60130	F
6LRXVGPE	40	QR	77000	M
G1PVVUHX	22	DF	07900	F
XXWQDMSC	35	TM	88700	F
LB7J2QUZ	32	NL	66064	M
8RC1TGQG	49	BN	21160	F
Q8MUMR4L	39	BN	21620	F
R8X6A2P2	44	GU	37687	F
MDAR0HGQ	22	CA	24080	F
QJHYXLKA	19	SO	85430	F
Y0KR1F6G	29	SO	83138	M
46Z39AAY	71	SI	81280	F
SN0U3WBL	25	PU	72990	F
G38001DJ	39	DF	09830	F
WY895UT3	23	CH	31064	M
RCA047F6	36	GU	37545	M
GF15AH07	42	BN	21395	M
JR6FWQ8U	32	SI	80199	F
86G8TL0W	37	DF	06600	F
7HD7462G	44	GO	40830	M
0Y9N6627	62	DF	04460	M
J0EF1P06	33	MI	61254	M
QHA9Y2LT	36	GU	37440	M
PWX6C0V6	34	VE	96536	F
UZ0N0RY1	59	OA	68010	M
0X5HA2W3	71	CU	27251	M
KFEPV3NY	22	JA	45710	F
2NML1R0U	43	EM	55030	F
MA1QQ8SW	61	DF	11590	F
BABCXFEP	32	JA	45640	M
VZE2EKTQ	26	CH	33980	M
VM4NKRQD	61	JA	44690	F
3J2H4ZKG	48	CS	29480	M
DBQHAPSA	38	NL	66633	F
6BKUVY0E	40	YU	97390	F
K4F759M2	38	BN	21378	M
26HWRWKW	56	PU	72564	M
58JHEQZ7	40	DF	07960	M
MRLLPE3T	30	MI	61653	F
XQ564TMW	30	QU	76148	M
MP2NFVG1	32	EM	50260	F
JY2ESYXM	23	YU	97302	M
SZZZ70BJ	19	DF	03020	M
899W9Q8V	37	SI	81980	M
8CAY71K7	43	HI	43800	F
1BA1QVUK	56	CH	32599	M
88R38CHM	22	TL	90105	M
RBSU9R9J	29	NA	63830	M
VJ253U00	40	CU	26600	M
945R9WDX	32	PU	72370	F
E0A89QU3	33	HI	43824	F
ZZ5T05JB	35	GU	36860	F
7J0W24R8	22	YU	97700	F
W42LP1H5	23	JA	45653	M
U9JMMV87	41	CU	26210	F
EX0MD0DA	30	EM	52940	F
AE9EYD0Y	62	TM	89734	M
9230DZFH	19	TL	90736	F
FHC5YMBF	34	EM	53340	M
RLW4W1VG	21	DF	04980	F
J6QFJZBF	56	CU	25225	M
4AWFR1SR	42	EM	52305	F
VUEYCTK0	36	MO	62577	F
YT3R89VJ	33	NL	66646	M
NKX2K779	26	HI	42185	F
S1L51BL1	24	GU	36403	F
K8RHL79X	41	DF	01630	F
MVLURXSD	23	PU	73300	M
FGUXTU08	29	QR	77500	M
HKQQG4KL	39	EM	52420	F
1CSXCRFK	68	PU	72590	F
S1ZD30KV	40	NL	64260	M
H4TVQBMN	35	PU	72450	F
P0GPV2AR	37	EM	50100	M
URPRMBB0	31	CU	27276	M
WFLEY98F	50	TM	87455	F
L8ZXGBSA	26	DF	07420	F
PT932UA9	20	DF	09870	M
M5CJ6K5R	44	VE	92123	F
BVNBF32W	59	EM	56250	M
RPXA45WU	20	HI	42185	F
4LP1PDF0	38	GU	37237	F
HZAA1E1H	38	TM	89700	F
M7SMK6U0	27	TA	86500	F
YHZATMUS	59	SO	83170	M
DDC2EFQV	47	GO	40882	F
JTY2HET7	28	MO	62220	M
81AFLKTX	53	HI	42185	M
N7JDUU08	25	NL	67140	F
VC0T9BMJ	27	SL	78438	M
KPUKCGQC	33	VE	94294	M
AQL6JREC	33	TA	86100	F
8UWQBBGZ	33	OA	71230	M
N27003KC	21	EM	52990	M
KRUEB02K	26	JA	44750	M
MSN9QD6K	33	DF	11320	F
3ETGNDTD	52	AG	20297	M
38QDBXSJ	42	BN	22160	M
KG05BUP8	26	JA	45085	F
GVJZM98K	35	QU	76288	F
0G7V8349	28	SO	83630	F
2NJXVBUC	64	CH	32280	F
E48MT6QM	71	EM	53140	F
H0T81G0K	28	TA	86280	M
60W0UV73	66	SO	84340	M
BBZS9DWH	27	JA	47910	F
8VZCGFNN	44	MO	62460	M
A37NZCGP	32	EM	54740	M
7K0ULC0U	46	DF	14330	M
Z42K62KU	36	PU	72270	F
E49GUB07	53	TM	87620	F
Y600RKA7	28	CH	33130	M
GQV4XGJE	29	EM	55300	M
1U9BA0GN	56	EM	55767	M
TBQQY3L0	57	JA	49600	M
XUZDTYNP	23	NL	66025	F
G8P0PFKR	33	MI	59600	F
WJ2CBALH	25	DF	10800	F
YP3EK0FF	27	BN	22236	M
5Z2RNR0T	37	BN	22120	M
HW9EP60C	45	DF	03020	M
QNRU27JN	22	MO	62440	F
0JGLJQ11	71	JA	44950	F
U7LD60TP	37	DF	15510	M
6HMKYYQE	67	MO	62757	F
D026Y4QT	40	NL	66374	F
3BKFQDUE	67	SL	78038	M
XGNTAVG5	42	QU	76146	M
E190EVU4	29	DF	09890	M
K2UV3NFY	30	QU	76149	M
03AWJAKK	44	BN	22604	M
5UM0KS08	53	GU	36710	F
U6FEZBPB	26	DF	16090	F
C8TLF206	39	NL	66463	M
1HP4BCRV	61	DF	13090	F
7KAPL1ND	48	GU	38940	F
5JLV0WD3	51	EM	54060	M
YMH4U446	25	GU	37557	M
RDKC0FLA	21	MI	59430	M
GQQ5K24C	26	MO	62570	M
4LALRCF9	63	CH	32408	F
WZMRRVMM	29	PU	72080	M
65MZFZ2U	47	PU	74580	M
00AC500L	30	NA	63735	M
M1C8XV80	63	DU	35057	M
J9LVQMJK	35	EM	56263	M
VHL0F82L	42	CU	26069	M
C9406AQ6	36	SO	85420	F
CHGGBJ62	33	OA	68274	M
V1WR79SU	24	VE	94680	M
QNEHPTUK	20	SL	79960	F
NYFBGFFW	21	PU	72760	F
ZRZPDKPQ	25	DF	04510	M
WU9Z5QML	26	QR	77500	F
6YBW0B6E	40	PU	72000	M
GZ3CUL80	56	SL	78216	M
VNKKD9XS	39	YU	97370	M
HSJGB0G3	28	DF	09609	F
FAV117CC	74	OA	70988	M
MCG5CNTR	22	CS	30520	M
E1HU861G	60	DF	01180	M
X2TYVDB2	32	EM	54750	M
6DJV4Z9J	45	EM	54680	M
B1TXBU5U	31	JA	48328	F
7QVVGB30	36	CH	32574	M
CYT0BDDD	27	EM	55040	F
LLM8BHB1	39	YU	97070	F
D3DWCAGY	39	PU	72990	F
4VJC1ZZR	65	EM	56645	M
UE79MCMR	43	QR	77536	M
FWSDBVUJ	30	NL	66643	M
6CLXKUJP	50	CO	28978	M
G4DZ2FF6	60	CA	24330	F
T6LZ933Q	34	SO	84623	F
CU6T528Z	35	SI	80295	M
A0CZJ1KU	32	YU	97203	F
ATE69LTR	37	PU	72520	F
1C4BN8PB	70	CO	28978	M
J02023R6	75	EM	53240	F
AVJW42UV	43	TM	89510	F
UB2UCYAQ	35	VE	94450	M
YLC3Y88G	27	SL	78394	M
BW54J1A0	28	QU	76158	M
0LXJB9LP	52	DF	02080	M
4YPPBVV0	55	NA	63189	F
VDB8XEFX	30	GO	39740	F
8Z57NGDA	56	EM	53270	M
0Z0KQ48X	51	MO	62743	F
8C7K6AZB	34	NL	64108	M
1L3E3CVA	54	VE	91030	M
M93YJR8B	32	DF	06080	F
08QY80TF	32	PU	72260	F
G4NAHBZE	50	CO	28982	M
PFSD0C2T	28	EM	52178	M
ZUFT8YUW	34	QR	77710	M
5QMVCD23	52	PU	72193	F
7FDYCPHM	42	CA	24199	F
XV16QCM8	21	DF	06080	M
J41QEDWR	39	EM	54413	M
B4X0CRS0	34	JA	45140	M
KEW521S3	32	QU	76090	M
5URQKZJC	36	DF	03100	F
T72CNGQP	56	MO	62760	M
6S80P3EX	37	DF	08500	F
2ZU4S0ES	54	EM	53420	F
ES54VEDW	34	BS	23405	M
BBSSXG39	56	NA	63735	F
F83TLHXU	46	EM	54600	F
CJ16YR9H	57	EM	54435	M
59S1K5N1	39	DF	09440	F
XP3QMT0M	22	TA	86640	M
5M0UDBVM	55	JA	45200	M
ZH7RJ683	48	GU	37100	F
YGY384F2	25	NL	64000	F
LJBEENFN	24	DF	07910	M
UKQA0LL0	37	JA	45950	M
DYNG5DFW	58	TA	86100	M
DMCK7T0L	36	DU	34207	M
R9XCJK8P	21	DF	02940	M
T09R1EY9	25	BS	23088	F
PK50ZY22	24	MO	62270	F
9CEVH8RU	47	EM	56618	F
4PVP0JE4	56	SI	82154	F
PSUN3CGL	26	NA	63735	M
MUS2S3AD	25	VE	93330	M
6RDHZHVP	55	SO	83288	M
B6EFCA3E	40	SL	79020	F
GELJMH80	42	DF	06800	M
ZERNVU47	31	DF	06600	F
TTSN0LUJ	35	DF	07910	F
L27DPX83	22	CU	27018	M
JBGUG5RW	61	CH	31205	M
6X81BB32	27	DF	07020	M
P3NF6070	28	EM	56377	M
VK8AUF0F	50	DU	34227	M
ZCSZ41FA	24	EM	54750	F
PX0H7GCB	29	EM	50444	F
84MFLLGF	41	GU	37150	F
HC95T6EH	26	EM	50374	F
KLSDFJTK	46	NL	67110	F
ZTKR9VM9	29	TA	86039	M
PQR5UP17	20	TA	86019	F
UZDA2M6P	48	SO	83170	M
W480FN1A	24	DF	03000	F
355EKBQC	47	CA	24100	F
PYA6WLKE	27	EM	57100	F
5AWDQXRD	60	SI	82000	F
09RXGZ4F	57	MI	60000	M
FK9SJEZZ	33	TM	89490	F
1UQD5R27	59	QU	76110	F
80LP5FQL	42	DF	06280	F
3U8LCCWK	65	DF	04460	F
PHWD59RD	22	JA	45480	M
8902PJ1B	44	EM	54120	M
EQ2R6W69	34	JA	45110	F
JW80LCZ8	27	JA	47140	F
EHKAQZJQ	31	NA	63175	M
5X1YL3UB	58	CS	29000	M
TN0BR2GU	26	CH	32576	F
0EGPS5FD	27	CA	24155	M
4L5ZM648	47	DF	13500	M
PFDY2703	40	TA	86280	M
HCY98J79	35	HI	43000	M
HNJNK2PY	24	DF	01900	F
41W400ZK	42	EM	56410	M
ERN5U09L	52	GU	37520	M
F3RP37BX	18	JA	45519	F
T0CNWTCS	21	CO	28200	M
57QXRZPH	59	EM	54120	M
AR84GM7W	64	GU	37980	F
2R37YY4K	32	SL	78140	F
3MBPALHL	60	SL	78390	M
C4TBP7JN	31	SI	82800	F
BZLWRFMB	50	CS	30870	M
1PMMTWUE	59	DF	03020	M
XJ585LNL	22	BN	22123	M
7GB3QL7K	54	HI	42184	F
A4CD9R4L	35	GU	36821	M
47F939CY	53	DF	14030	F
XPQ9EUJQ	26	VE	91500	M
30M9C63W	88	DF	14320	M
P2ALSS7V	31	CA	24139	M
A870DZ53	25	NA	63000	F
6DRAVQAS	36	JA	48900	F
SXKSV39N	27	JA	45653	M
FB1GDTTC	43	PU	72760	F
GUK7V8CY	43	DF	03300	F
PRQLL3XK	26	BN	21395	M
WYNGTQAR	71	CU	25750	F
2ZWFAHJ7	50	DF	10350	M
885B7AB9	66	MI	58116	F
2AUV0KVE	57	EM	50100	F
AFMZMTBU	38	CA	24060	M
SMPKZLYA	28	CH	32600	F
487696TQ	45	DF	14260	M
P6WMNVVS	29	GU	38030	M
PW6GCAHN	24	JA	45200	M
EF95SS3S	69	CS	29045	M
X6ZZA0Y1	29	CH	31416	M
W4Y1TBVN	25	CH	31000	M
3V0WRE0V	55	DF	09608	F
W1Y82H95	30	PU	72197	F
QBPGNQWZ	28	CO	28973	F
63YY3PPG	35	CU	25198	M
